Time (ms), Left Level dB, Right Level dB, rMomentary LU MAIN, rShort LU MAIN, rIntegrated LU MAIN , rPeak Correction dB MAIN
60000,  -23.00,  -23.00,  -22.52,  -22.46,  -22.51,    0.00
120000,  -23.00,  -23.00,  -22.50,  -22.44,  -22.52,    0.00
180000,  -23.00,  -23.00,  -22.53,  -22.44,  -22.51,   -0.14
240000,  -23.00,  -23.00,  -22.55,  -22.47,  -22.51,   -0.37
300000,  -23.00,  -23.00,  -22.50,  -22.45,  -22.52,   -0.48
360000,  -20.00,  -20.00,  -19.51,  -19.47,  -21.91,   -2.27
420000,  -20.00,  -20.00,  -19.48,  -19.45,  -21.47,   -2.48
480000,  -20.00,  -20.00,  -19.52,  -19.45,  -21.17,   -2.55
540000,  -20.00,  -20.00,  -19.54,  -19.46,  -20.95,   -2.57
600000,  -20.00,  -20.00,  -19.44,  -19.45,  -20.79,   -2.57
660000,  -20.00,  -20.00,  -22.48,  -22.45,  -20.87,   -3.05
720000,  -23.00,  -23.00,  -22.50,  -22.43,  -20.98,   -3.27
780000,  -23.00,  -23.00,  -22.57,  -22.44,  -21.09,   -3.27
840000,  -23.00,  -23.00,  -22.50,  -22.41,  -21.17,   -3.06
900000,  -23.00,  -23.00,  -22.54,  -22.42,  -21.25,   -2.58
960000,  -23.00,  -23.00,  -25.46,  -25.42,  -21.40,   -2.00
1020000,  -26.00,  -26.00,  -25.55,  -25.45,  -21.56,   -1.35
1080000,  -26.00,  -26.00,  -25.48,  -25.44,  -21.70,   -0.65
1140000,  -26.00,  -26.00,  -25.54,  -25.47,  -21.84,    0.44
1200000,  -26.00,  -26.00,  -25.52,  -25.46,  -21.96,    0.98
1260000,  -23.00,  -23.00,  -22.49,  -22.46,  -22.02,    1.18
1320000,  -23.00,  -23.00,  -22.54,  -22.43,  -22.04,    0.92
1380000,  -23.00,  -23.00,  -22.52,  -22.44,  -22.06,    0.81
1440000,  -23.00,  -23.00,  -22.50,  -22.44,  -22.08,    0.56
1500000,  -23.00,  -23.00,  -22.52,  -22.45,  -22.10,    0.49
1560000,  -20.00,  -20.00,  -19.46,  -19.41,  -22.03,   -2.38
1620000,  -20.00,  -20.00,  -19.47,  -19.43,  -21.90,   -2.56
1680000,  -20.00,  -20.00,  -19.51,  -19.46,  -21.79,   -2.56
1740000,  -20.00,  -20.00,  -19.49,  -19.45,  -21.69,   -2.57
1800000,  -20.00,  -20.00,  -19.53,  -19.48,  -21.59,   -2.56
1860000,  -20.00,  -20.00,  -22.54,  -22.45,  -21.56,   -2.87
1920000,  -23.00,  -23.00,  -22.55,  -22.45,  -21.59,   -3.22
1980000,  -23.00,  -23.00,  -22.51,  -22.43,  -21.62,   -3.26
2040000,  -23.00,  -23.00,  -22.48,  -22.45,  -21.64,   -3.16
2100000,  -23.00,  -23.00,  -22.54,  -22.43,  -21.66,   -2.76
2160000,  -23.00,  -23.00,  -25.54,  -25.45,  -21.70,   -2.20
2220000,  -26.00,  -26.00,  -25.58,  -25.45,  -21.77,   -1.57
2280000,  -26.00,  -26.00,  -25.57,  -25.45,  -21.84,   -0.89
2340000,  -26.00,  -26.00,  -25.49,  -25.44,  -21.90,    0.27
2400000,  -26.00,  -26.00,  -25.55,  -25.44,  -21.97,    0.79
2460000,  -23.00,  -23.00,  -22.48,  -22.44,  -22.01,    1.18
2520000,  -23.00,  -23.00,  -22.52,  -22.47,  -22.02,    0.95
2580000,  -23.00,  -23.00,  -22.56,  -22.45,  -22.03,    0.88
2640000,  -23.00,  -23.00,  -22.53,  -22.44,  -22.04,    0.68
2700000,  -23.00,  -23.00,  -22.52,  -22.43,  -22.05,    0.49
2760000,  -20.00,  -20.00,  -19.51,  -19.44,  -22.04,   -2.10
2820000,  -20.00,  -20.00,  -19.52,  -19.45,  -21.97,   -2.55
2880000,  -20.00,  -20.00,  -19.54,  -19.43,  -21.90,   -2.55
2940000,  -20.00,  -20.00,  -19.55,  -19.44,  -21.84,   -2.56
3000000,  -20.00,  -20.00,  -19.49,  -19.47,  -21.78,   -2.57
3060000,  -20.00,  -20.00,  -22.51,  -22.43,  -21.73,   -2.69
3120000,  -23.00,  -23.00,  -22.52,  -22.43,  -21.74,   -3.17
3180000,  -23.00,  -23.00,  -22.53,  -22.43,  -21.76,   -3.30
3240000,  -23.00,  -23.00,  -22.52,  -22.45,  -21.77,   -3.27
3300000,  -23.00,  -23.00,  -22.55,  -22.45,  -21.78,   -2.93
3360000,  -23.00,  -23.00,  -25.57,  -25.47,  -21.80,   -2.40
3420000,  -26.00,  -26.00,  -25.52,  -25.45,  -21.84,   -1.79
3480000,  -26.00,  -26.00,  -25.45,  -25.43,  -21.88,   -1.12
3540000,  -26.00,  -26.00,  -25.50,  -25.45,  -21.92,   -0.45
3600000,  -26.00,  -26.00,  -25.56,  -25.45,  -21.97,    0.61
3660000,  -26.00,  -26.00,  -25.53,  -25.43,  -22.01,    1.17
3720000,  -23.00,  -23.00,  -22.54,  -22.46,  -22.01,    1.18
3780000,  -23.00,  -23.00,  -22.54,  -22.47,  -22.02,    0.92
3840000,  -23.00,  -23.00,  -22.50,  -22.44,  -22.03,    0.77
3900000,  -23.00,  -23.00,  -22.53,  -22.46,  -22.04,    0.49
3960000,  -23.00,  -23.00,  -22.55,  -22.44,  -22.04,    0.49
4020000,  -20.00,  -20.00,  -19.50,  -19.45,  -22.00,   -2.53
4080000,  -20.00,  -20.00,  -19.48,  -19.45,  -21.95,   -2.55
4140000,  -20.00,  -20.00,  -19.50,  -19.44,  -21.90,   -2.56
4200000,  -20.00,  -20.00,  -19.55,  -19.45,  -21.86,   -2.56
4260000,  -20.00,  -20.00,  -19.45,  -19.45,  -21.81,   -2.56
4320000,  -20.00,  -20.00,  -22.53,  -22.46,  -21.81,   -3.04
4380000,  -23.00,  -23.00,  -22.52,  -22.46,  -21.82,   -3.27
4440000,  -23.00,  -23.00,  -22.48,  -22.44,  -21.83,   -3.27
4500000,  -23.00,  -23.00,  -22.51,  -22.46,  -21.84,   -3.06
4560000,  -23.00,  -23.00,  -22.53,  -22.45,  -21.85,   -2.58
4620000,  -23.00,  -23.00,  -25.51,  -25.45,  -21.87,   -2.00
4680000,  -26.00,  -26.00,  -25.53,  -25.44,  -21.90,   -1.35
4740000,  -26.00,  -26.00,  -25.52,  -25.45,  -21.94,   -0.66
4800000,  -26.00,  -26.00,  -25.51,  -25.46,  -21.97,    0.44
4860000,  -26.00,  -26.00,  -25.54,  -25.42,  -22.00,    0.98
4920000,  -23.00,  -23.00,  -22.54,  -22.44,  -22.01,    1.17
4980000,  -23.00,  -23.00,  -22.49,  -22.42,  -22.02,    0.91
5040000,  -23.00,  -23.00,  -22.51,  -22.44,  -22.02,    0.81
5100000,  -23.00,  -23.00,  -22.52,  -22.43,  -22.03,    0.56
5160000,  -23.00,  -23.00,  -22.49,  -22.45,  -22.03,    0.49
5220000,  -20.00,  -20.00,  -19.55,  -19.46,  -22.01,   -2.36
5280000,  -20.00,  -20.00,  -19.55,  -19.45,  -21.97,   -2.56
5340000,  -20.00,  -20.00,  -19.45,  -19.45,  -21.94,   -2.56
5400000,  -20.00,  -20.00,  -19.48,  -19.45,  -21.90,   -2.57
5460000,  -20.00,  -20.00,  -19.54,  -19.45,  -21.87,   -2.56
5520000,  -20.00,  -20.00,  -22.52,  -22.44,  -21.85,   -2.87
5580000,  -23.00,  -23.00,  -22.50,  -22.41,  -21.86,   -3.22
5640000,  -23.00,  -23.00,  -22.56,  -22.45,  -21.87,   -3.26
5700000,  -23.00,  -23.00,  -22.52,  -22.46,  -21.87,   -3.17
5760000,  -23.00,  -23.00,  -22.50,  -22.44,  -21.88,   -2.76
5820000,  -23.00,  -23.00,  -25.56,  -25.48,  -21.89,   -2.20
5880000,  -26.00,  -26.00,  -25.54,  -25.46,  -21.92,   -1.58
5940000,  -26.00,  -26.00,  -25.57,  -25.47,  -21.94,   -0.90
6000000,  -26.00,  -26.00,  -25.54,  -25.44,  -21.97,   -0.26
6060000,  -26.00,  -26.00,  -25.52,  -25.45,  -21.99,    0.79
6120000,  -26.00,  -26.00,  -49.58,  -49.51,  -22.02,    1.37
6180000,  -50.05,  -50.05,  -49.60,  -49.51,  -22.06,    2.04
6240000,  -50.05,  -50.05,  -49.56,  -49.51,  -22.10,    2.79
6300000,  -50.05,  -50.05,  -49.63,  -49.54,  -22.15,    3.68
6360000,  -50.05,  -50.05,  -49.61,  -49.50,  -22.19,    4.66
6420000,  -23.00,  -23.00,  -22.51,  -22.45,  -22.22,    5.44
6480000,  -23.00,  -23.00,  -22.54,  -22.43,  -22.22,    1.07
6540000,  -23.00,  -23.00,  -22.51,  -22.46,  -22.22,    0.98
6600000,  -23.00,  -23.00,  -22.53,  -22.44,  -22.23,    0.84
6660000,  -23.00,  -23.00,  -22.48,  -22.41,  -22.23,    0.48
6720000,  -20.00,  -20.00,  -19.54,  -19.44,  -22.23,   -1.98
6780000,  -20.00,  -20.00,  -19.49,  -19.44,  -22.19,   -2.58
6840000,  -20.00,  -20.00,  -19.48,  -19.45,  -22.16,   -2.59
6900000,  -20.00,  -20.00,  -19.50,  -19.44,  -22.13,   -2.59
6960000,  -20.00,  -20.00,  -19.51,  -19.46,  -22.10,   -2.59
7020000,  -20.00,  -20.00,  -22.47,  -22.45,  -22.07,   -2.59
7080000,  -23.00,  -23.00,  -22.54,  -22.45,  -22.07,   -1.09
7140000,  -23.00,  -23.00,  -22.55,  -22.45,  -22.08,   -2.08
7200000,  -23.00,  -23.00,  -22.53,  -22.44,  -22.08,   -2.67
7260000,  -23.00,  -23.00,  -22.53,  -22.44,  -22.08,   -2.69
7320000,  -23.00,  -23.00,  -22.49,  -22.44,  -22.09,   -2.49
7380000,  -23.00,  -23.00,  -25.49,  -25.46,  -22.11,   -1.92
7440000,  -26.00,  -26.00,  -25.53,  -25.46,  -22.13,   -1.22
7500000,  -26.00,  -26.00,  -25.53,  -25.42,  -22.14,   -0.50
7560000,  -26.00,  -26.00,  -25.46,  -25.44,  -22.16,    0.57
7620000,  -26.00,  -26.00,  -25.56,  -25.47,  -22.18,    1.12
7680000,  -23.00,  -23.00,  -22.48,  -22.45,  -22.19,    1.18
7740000,  -23.00,  -23.00,  -22.48,  -22.47,  -22.19,    0.91
7800000,  -23.00,  -23.00,  -22.50,  -22.47,  -22.19,    0.78
7860000,  -23.00,  -23.00,  -22.56,  -22.44,  -22.19,    0.49
7920000,  -23.00,  -23.00,  -22.49,  -22.45,  -22.20,    0.49
7980000,  -20.00,  -20.00,  -19.50,  -19.44,  -22.17,   -2.49
8040000,  -20.00,  -20.00,  -19.47,  -19.45,  -22.15,   -2.55
8100000,  -20.00,  -20.00,  -19.54,  -19.46,  -22.12,   -2.55
8160000,  -20.00,  -20.00,  -19.56,  -19.43,  -22.09,   -2.55
8220000,  -20.00,  -20.00,  -19.50,  -19.45,  -22.07,   -2.56
8280000,  -20.00,  -20.00,  -22.56,  -22.44,  -22.06,   -2.99
8340000,  -23.00,  -23.00,  -22.50,  -22.45,  -22.07,   -3.25
8400000,  -23.00,  -23.00,  -22.51,  -22.46,  -22.07,   -3.26
8460000,  -23.00,  -23.00,  -22.53,  -22.43,  -22.07,   -3.09
8520000,  -23.00,  -23.00,  -22.51,  -22.46,  -22.07,   -2.63
8580000,  -23.00,  -23.00,  -25.48,  -25.45,  -22.09,   -2.06
8640000,  -26.00,  -26.00,  -25.48,  -25.45,  -22.10,   -1.42
8700000,  -26.00,  -26.00,  -25.51,  -25.44,  -22.12,   -0.72
8760000,  -26.00,  -26.00,  -25.53,  -25.43,  -22.14,    0.39
8820000,  -26.00,  -26.00,  -25.47,  -25.44,  -22.15,    0.92
8880000,  -23.00,  -23.00,  -22.51,  -22.42,  -22.16,    1.18
8940000,  -23.00,  -23.00,  -22.53,  -22.44,  -22.16,    0.91
9000000,  -23.00,  -23.00,  -22.52,  -22.41,  -22.16,    0.82
9060000,  -23.00,  -23.00,  -22.50,  -22.43,  -22.17,    0.60
9120000,  -23.00,  -23.00,  -22.57,  -22.43,  -22.17,    0.48
9180000,  -20.00,  -20.00,  -19.48,  -19.46,  -22.16,   -2.31
9240000,  -20.00,  -20.00,  -19.50,  -19.45,  -22.14,   -2.55
9300000,  -20.00,  -20.00,  -19.46,  -19.46,  -22.11,   -2.56
9360000,  -20.00,  -20.00,  -19.53,  -19.43,  -22.09,   -2.56
9420000,  -20.00,  -20.00,  -19.52,  -19.45,  -22.07,   -2.56
9480000,  -20.00,  -20.00,  -22.52,  -22.44,  -22.05,   -2.82
9540000,  -23.00,  -23.00,  -22.50,  -22.46,  -22.06,   -3.21
9600000,  -23.00,  -23.00,  -22.50,  -22.43,  -22.06,   -3.27
9660000,  -23.00,  -23.00,  -22.53,  -22.45,  -22.06,   -3.20
9720000,  -23.00,  -23.00,  -22.57,  -22.46,  -22.07,   -2.81
9780000,  -23.00,  -23.00,  -25.53,  -25.43,  -22.07,   -2.26
9840000,  -26.00,  -26.00,  -25.53,  -25.48,  -22.09,   -1.64
9900000,  -26.00,  -26.00,  -25.53,  -25.46,  -22.10,   -0.96
9960000,  -26.00,  -26.00,  -25.57,  -25.47,  -22.11,   -0.32
10020000,  -26.00,  -26.00,  -25.55,  -25.43,  -22.13,    0.74
10080000,  -23.00,  -23.00,  -22.54,  -22.45,  -22.14,    1.18
10140000,  -23.00,  -23.00,  -22.50,  -22.43,  -22.14,    0.97
10200000,  -23.00,  -23.00,  -22.52,  -22.46,  -22.14,    0.89
10260000,  -23.00,  -23.00,  -22.54,  -22.44,  -22.15,    0.71
10320000,  -23.00,  -23.00,  -22.55,  -22.46,  -22.15,    0.48
10380000,  -20.00,  -20.00,  -19.49,  -19.45,  -22.15,   -1.94
10440000,  -20.00,  -20.00,  -19.53,  -19.45,  -22.13,   -2.54
10500000,  -20.00,  -20.00,  -19.52,  -19.45,  -22.11,   -2.55
10560000,  -20.00,  -20.00,  -19.53,  -19.46,  -22.09,   -2.56
10620000,  -20.00,  -20.00,  -19.53,  -19.45,  -22.07,   -2.56
10680000,  -20.00,  -20.00,  -22.50,  -22.42,  -22.05,   -2.64
10740000,  -23.00,  -23.00,  -22.46,  -22.43,  -22.05,   -3.14
10800000,  -23.00,  -23.00,  -22.50,  -22.43,  -22.05,   -3.31
10860000,  -23.00,  -23.00,  -22.49,  -22.43,  -22.06,   -3.29
10920000,  -23.00,  -23.00,  -22.44,  -22.42,  -22.06,   -2.98
10980000,  -23.00,  -23.00,  -22.49,  -22.46,  -22.06,   -2.45
11040000,  -23.00,  -23.00,  -25.52,  -25.45,  -22.07,   -1.85
11100000,  -26.00,  -26.00,  -25.49,  -25.45,  -22.09,   -1.19
11160000,  -26.00,  -26.00,  -25.55,  -25.47,  -22.10,   -0.50
11220000,  -26.00,  -26.00,  -25.49,  -25.44,  -22.11,    0.57
11280000,  -26.00,  -26.00,  -25.53,  -25.44,  -22.12,    1.12
11340000,  -23.00,  -23.00,  -22.56,  -22.43,  -22.13,    1.19
11400000,  -23.00,  -23.00,  -22.51,  -22.45,  -22.13,    0.91
11460000,  -23.00,  -23.00,  -22.51,  -22.46,  -22.13,    0.78
11520000,  -23.00,  -23.00,  -22.51,  -22.43,  -22.13,    0.49
11580000,  -23.00,  -23.00,  -22.52,  -22.44,  -22.13,    0.49
11640000,  -20.00,  -20.00,  -19.52,  -19.46,  -22.12,   -2.49
11700000,  -20.00,  -20.00,  -19.53,  -19.44,  -22.10,   -2.56
11760000,  -20.00,  -20.00,  -19.52,  -19.46,  -22.08,   -2.56
11820000,  -20.00,  -20.00,  -19.58,  -19.47,  -22.07,   -2.55
11880000,  -20.00,  -20.00,  -19.51,  -19.45,  -22.05,   -2.56
11940000,  -20.00,  -20.00,  -22.48,  -22.44,  -22.05,   -2.99
12000000,  -23.00,  -23.00,  -22.56,  -22.45,  -22.05,   -3.25
12060000,  -23.00,  -23.00,  -22.52,  -22.44,  -22.05,   -3.26
12120000,  -23.00,  -23.00,  -22.52,  -22.46,  -22.05,   -3.09
12180000,  -23.00,  -23.00,  -22.51,  -22.45,  -22.05,   -2.63
12240000,  -23.00,  -23.00,  -25.52,  -25.45,  -22.06,   -2.06
12300000,  -26.00,  -26.00,  -25.51,  -25.45,  -22.07,   -1.42
12360000,  -26.00,  -26.00,  -25.48,  -25.46,  -22.09,   -0.73
12420000,  -26.00,  -26.00,  -25.50,  -25.45,  -22.10,    0.39
12480000,  -26.00,  -26.00,  -25.56,  -25.45,  -22.11,    0.92
12540000,  -26.00,  -26.00,  -49.55,  -49.51,  -22.12,    1.53
12600000,  -50.05,  -50.05,  -49.57,  -49.50,  -22.15,    2.22
12660000,  -50.05,  -50.05,  -49.57,  -49.50,  -22.17,    3.00
12720000,  -50.05,  -50.05,  -49.55,  -49.50,  -22.19,    3.91
12780000,  -50.05,  -50.05,  -49.56,  -49.51,  -22.21,    4.89
12840000,  -23.00,  -23.00,  -22.52,  -22.43,  -22.22,    5.42
12900000,  -23.00,  -23.00,  -22.54,  -22.42,  -22.22,    0.99
12960000,  -23.00,  -23.00,  -22.47,  -22.45,  -22.22,    0.97
13020000,  -23.00,  -23.00,  -22.53,  -22.41,  -22.22,    0.83
13080000,  -23.00,  -23.00,  -22.55,  -22.44,  -22.22,    0.49
13140000,  -20.00,  -20.00,  -19.50,  -19.44,  -22.22,   -2.36
13200000,  -20.00,  -20.00,  -19.51,  -19.45,  -22.20,   -2.59
13260000,  -20.00,  -20.00,  -19.49,  -19.45,  -22.18,   -2.59
13320000,  -20.00,  -20.00,  -19.51,  -19.46,  -22.17,   -2.58
13380000,  -20.00,  -20.00,  -19.57,  -19.44,  -22.15,   -2.58
13440000,  -20.00,  -20.00,  -22.52,  -22.44,  -22.14,   -2.58
13500000,  -23.00,  -23.00,  -22.51,  -22.44,  -22.14,   -0.86
13560000,  -23.00,  -23.00,  -22.50,  -22.44,  -22.14,   -1.86
13620000,  -23.00,  -23.00,  -22.51,  -22.42,  -22.15,   -2.49
13680000,  -23.00,  -23.00,  -22.56,  -22.45,  -22.15,   -2.53
13740000,  -23.00,  -23.00,  -25.55,  -25.46,  -22.15,   -2.35
13800000,  -26.00,  -26.00,  -25.49,  -25.46,  -22.16,   -1.77
13860000,  -26.00,  -26.00,  -25.52,  -25.48,  -22.17,   -1.05
13920000,  -26.00,  -26.00,  -25.45,  -25.44,  -22.18,   -0.37
13980000,  -26.00,  -26.00,  -25.50,  -25.45,  -22.19,    0.70
14040000,  -23.00,  -23.00,  -22.52,  -22.44,  -22.20,    1.18
14100000,  -23.00,  -23.00,  -22.50,  -22.45,  -22.20,    1.02
14160000,  -23.00,  -23.00,  -22.53,  -22.44,  -22.20,    0.91
14220000,  -23.00,  -23.00,  -22.53,  -22.45,  -22.20,    0.73
14280000,  -23.00,  -23.00,  -22.58,  -22.46,  -22.20,    0.49
14340000,  -20.00,  -20.00,  -19.51,  -19.91,  -22.20,   -1.49
14400000,  -20.00,  -20.00,  -19.52,  -19.44,  -22.19,   -2.54
14460000,  -20.00,  -20.00,  -19.53,  -19.43,  -22.17,   -2.55
14520000,  -20.00,  -20.00,  -19.49,  -19.45,  -22.16,   -2.56
14580000,  -20.00,  -20.00,  -19.50,  -19.46,  -22.14,   -2.56
14640000,  -20.00,  -20.00,  -19.50,  -19.45,  -22.13,   -2.59
14700000,  -20.00,  -20.00,  -22.51,  -22.43,  -22.13,   -3.11
14760000,  -23.00,  -23.00,  -22.54,  -22.45,  -22.13,   -3.31
14820000,  -23.00,  -23.00,  -22.49,  -22.44,  -22.13,   -3.30
14880000,  -23.00,  -23.00,  -22.49,  -22.43,  -22.13,   -3.02
14940000,  -23.00,  -23.00,  -22.50,  -22.42,  -22.14,   -2.51
15000000,  -23.00,  -23.00,  -25.52,  -25.45,  -22.14,   -1.91
15060000,  -26.00,  -26.00,  -25.54,  -25.44,  -22.15,   -1.25
15120000,  -26.00,  -26.00,  -25.54,  -25.46,  -22.16,   -0.55
15180000,  -26.00,  -26.00,  -25.51,  -25.45,  -22.17,    0.52
15240000,  -26.00,  -26.00,  -25.55,  -25.44,  -22.18,    1.06
15300000,  -23.00,  -23.00,  -22.44,  -22.44,  -22.18,    1.18
15360000,  -23.00,  -23.00,  -22.58,  -22.45,  -22.19,    0.92
15420000,  -23.00,  -23.00,  -22.52,  -22.46,  -22.19,    0.79
15480000,  -23.00,  -23.00,  -22.53,  -22.45,  -22.19,    0.49
15540000,  -23.00,  -23.00,  -22.51,  -22.43,  -22.19,    0.49
15600000,  -20.00,  -20.00,  -19.51,  -19.43,  -22.18,   -2.45
15660000,  -20.00,  -20.00,  -19.50,  -19.46,  -22.17,   -2.56
15720000,  -20.00,  -20.00,  -19.53,  -19.44,  -22.15,   -2.56
15780000,  -20.00,  -20.00,  -19.56,  -19.45,  -22.14,   -2.56
15840000,  -20.00,  -20.00,  -19.46,  -19.47,  -22.12,   -2.56
15900000,  -20.00,  -20.00,  -22.54,  -22.45,  -22.12,   -2.95
15960000,  -23.00,  -23.00,  -22.53,  -22.44,  -22.12,   -3.24
16020000,  -23.00,  -23.00,  -22.53,  -22.43,  -22.12,   -3.25
16080000,  -23.00,  -23.00,  -22.50,  -22.44,  -22.12,   -3.12
16140000,  -23.00,  -23.00,  -22.45,  -22.45,  -22.13,   -2.68
16200000,  -23.00,  -23.00,  -25.54,  -25.45,  -22.13,   -2.11
16260000,  -26.00,  -26.00,  -25.49,  -25.45,  -22.14,   -1.48
16320000,  -26.00,  -26.00,  -25.48,  -25.44,  -22.15,   -0.79
16380000,  -26.00,  -26.00,  -25.49,  -25.45,  -22.16,    0.34
16440000,  -26.00,  -26.00,  -25.54,  -25.45,  -22.17,    0.87
16500000,  -23.00,  -23.00,  -22.60,  -22.45,  -22.17,    1.17
16560000,  -23.00,  -23.00,  -22.50,  -22.45,  -22.17,    0.93
16620000,  -23.00,  -23.00,  -22.46,  -22.44,  -22.17,    0.85
16680000,  -23.00,  -23.00,  -22.50,  -22.42,  -22.17,    0.63
16740000,  -23.00,  -23.00,  -22.55,  -22.42,  -22.18,    0.49
16800000,  -20.00,  -20.00,  -19.49,  -19.44,  -22.17,   -2.24
16860000,  -20.00,  -20.00,  -19.46,  -19.45,  -22.16,   -2.55
16920000,  -20.00,  -20.00,  -19.57,  -19.44,  -22.15,   -2.56
16980000,  -20.00,  -20.00,  -19.54,  -19.44,  -22.13,   -2.56
17040000,  -20.00,  -20.00,  -19.51,  -19.44,  -22.12,   -2.56
17100000,  -20.00,  -20.00,  -22.51,  -22.45,  -22.11,   -2.77
17160000,  -23.00,  -23.00,  -22.47,  -22.44,  -22.11,   -3.20
17220000,  -23.00,  -23.00,  -22.50,  -22.46,  -22.11,   -3.28
17280000,  -23.00,  -23.00,  -22.53,  -22.46,  -22.12,   -3.23
17340000,  -23.00,  -23.00,  -22.49,  -22.45,  -22.12,   -2.86
17400000,  -23.00,  -23.00,  -25.55,  -25.45,  -22.12,   -2.31
17460000,  -26.00,  -26.00,  -25.53,  -25.45,  -22.13,   -1.70
17520000,  -26.00,  -26.00,  -25.55,  -25.45,  -22.14,   -1.02
17580000,  -26.00,  -26.00,  -25.51,  -25.45,  -22.14,   -0.37
17640000,  -26.00,  -26.00,  -25.49,  -25.43,  -22.15,    0.69
17700000,  -26.00,  -26.00,  -49.59,  -49.54,  -22.16,    1.26
17760000,  -50.05,  -50.05,  -49.58,  -49.53,  -22.17,    1.91
17820000,  -50.05,  -50.05,  -49.59,  -49.50,  -22.19,    2.64
17880000,  -50.05,  -50.05,  -49.57,  -49.56,  -22.20,    3.51
17940000,  -50.05,  -50.05,  -49.60,  -49.51,  -22.22,    4.49
18000000,  -23.00,  -23.00,  -22.50,  -28.26,  -22.23,    5.45
18060000,  -23.00,  -23.00,  -22.53,  -22.46,  -22.23,    1.65
18120000,  -23.00,  -23.00,  -22.53,  -22.45,  -22.23,    0.98
18180000,  -23.00,  -23.00,  -22.52,  -22.45,  -22.24,    0.84
18240000,  -23.00,  -23.00,  -22.50,  -22.44,  -22.24,    0.48
18300000,  -23.00,  -23.00,  -22.48,  -22.45,  -22.24,    0.48
18360000,  -20.00,  -20.00,  -19.55,  -19.47,  -22.23,   -2.59
18420000,  -20.00,  -20.00,  -19.53,  -19.44,  -22.21,   -2.58
18480000,  -20.00,  -20.00,  -19.53,  -19.45,  -22.20,   -2.60
18540000,  -20.00,  -20.00,  -19.54,  -19.43,  -22.19,   -2.59
18600000,  -20.00,  -20.00,  -19.53,  -19.45,  -22.18,   -2.58
18660000,  -20.00,  -20.00,  -22.46,  -22.46,  -22.18,   -2.57
18720000,  -23.00,  -23.00,  -22.48,  -22.41,  -22.18,   -2.26
18780000,  -23.00,  -23.00,  -22.52,  -22.45,  -22.18,   -2.80
18840000,  -23.00,  -23.00,  -22.46,  -22.42,  -22.18,   -2.81
18900000,  -23.00,  -23.00,  -22.46,  -22.43,  -22.18,   -2.60
18960000,  -23.00,  -23.00,  -25.51,  -25.42,  -22.19,   -2.03
19020000,  -26.00,  -26.00,  -25.48,  -25.45,  -22.19,   -1.34
19080000,  -26.00,  -26.00,  -25.50,  -25.45,  -22.20,   -0.62
19140000,  -26.00,  -26.00,  -25.53,  -25.46,  -22.21,    0.47
19200000,  -26.00,  -26.00,  -25.53,  -25.45,  -22.22,    1.01
19260000,  -23.00,  -23.00,  -22.56,  -22.44,  -22.22,    1.18
19320000,  -23.00,  -23.00,  -22.50,  -22.44,  -22.22,    0.91
19380000,  -23.00,  -23.00,  -22.49,  -22.44,  -22.22,    0.80
19440000,  -23.00,  -23.00,  -22.49,  -22.45,  -22.22,    0.53
19500000,  -23.00,  -23.00,  -22.54,  -22.46,  -22.22,    0.49
19560000,  -20.00,  -20.00,  -19.48,  -19.42,  -22.22,   -2.40
19620000,  -20.00,  -20.00,  -19.55,  -19.44,  -22.20,   -2.55
19680000,  -20.00,  -20.00,  -19.55,  -19.47,  -22.19,   -2.56
19740000,  -20.00,  -20.00,  -19.51,  -19.44,  -22.18,   -2.56
19800000,  -20.00,  -20.00,  -19.56,  -19.45,  -22.17,   -2.56
19860000,  -20.00,  -20.00,  -22.58,  -22.45,  -22.17,   -2.90
19920000,  -23.00,  -23.00,  -22.52,  -22.44,  -22.17,   -3.23
19980000,  -23.00,  -23.00,  -22.50,  -22.42,  -22.17,   -3.26
20040000,  -23.00,  -23.00,  -22.53,  -22.45,  -22.17,   -3.15
20100000,  -23.00,  -23.00,  -22.49,  -22.44,  -22.17,   -2.73
20160000,  -23.00,  -23.00,  -25.56,  -25.45,  -22.17,   -2.17
20220000,  -26.00,  -26.00,  -25.48,  -25.43,  -22.18,   -1.54
20280000,  -26.00,  -26.00,  -25.54,  -25.45,  -22.19,   -0.86
20340000,  -26.00,  -26.00,  -25.55,  -25.45,  -22.19,    0.29
20400000,  -26.00,  -26.00,  -25.54,  -25.45,  -22.20,    0.82
20460000,  -23.00,  -23.00,  -22.50,  -22.45,  -22.21,    1.18
20520000,  -23.00,  -23.00,  -22.51,  -22.45,  -22.21,    0.94
20580000,  -23.00,  -23.00,  -22.54,  -22.44,  -22.21,    0.86
20640000,  -23.00,  -23.00,  -22.50,  -22.45,  -22.21,    0.66
20700000,  -23.00,  -23.00,  -22.52,  -22.44,  -22.21,    0.49
20760000,  -20.00,  -20.00,  -19.53,  -19.43,  -22.21,   -2.16
20820000,  -20.00,  -20.00,  -19.48,  -19.43,  -22.20,   -2.55
20880000,  -20.00,  -20.00,  -19.52,  -19.44,  -22.18,   -2.56
20940000,  -20.00,  -20.00,  -19.56,  -19.45,  -22.17,   -2.57
21000000,  -20.00,  -20.00,  -19.56,  -19.45,  -22.16,   -2.56
21060000,  -20.00,  -20.00,  -22.55,  -22.44,  -22.16,   -2.72
